Paragraph,Date
"Report to accompany S. 2777, to establish the Surface Transportation Board as an independent es- tablishment. (S. Rept. No. 113-321) Report to accompany S. 2799, to extend the au- thority of satellite carriers to retransmit certain tele- vision broadcast station signals. (S. Rept. No. 113-322) Page S6788 Measures Passed:","Dec 12, 2014"
"Enrollment Correction: Senate agreed to H. Con. Res. 121, providing for a correction in the enroll- ment of the bill H.R. 3979. Page S6739","Dec 12, 2014"
"Enrollment Correction: Senate agreed to H. Con. Res. 123, directing the Clerk of the House of Rep- resentatives to make a correction in the enrollment of the bill H.R. 3979. Page S6739 House Messages: Carl Levin and Howard P. ""Buck"" McKeon Na- tional Defense Authorization Act: By 89 yeas to 11","Dec 12, 2014"
CONGRESSIONAL RECORD DAILY DIGEST CORRECTION D1125,"Dec 12, 2014"
"December 12, 2014 nays (Vote No. 325), Senate agreed to the motion to concur in the amendment of the House of Rep- resentatives to the amendment of the Senate to H.R. 3979, to authorize appropriations for fiscal year 2015 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military per- sonnel strengths for such fiscal year, by the order of the Senate of December 11, 2014, 60 Senators hav- ing voted in the affirmative, after taking action on the following motions and amendments proposed thereto: Pages S6701-39","Dec 12, 2014"
"Rejected: By 18 yeas to 82 nays (Vote No. 323), Coburn Motion to refer the message of the House on the bill to the Committee on Armed Services, with instruc- tions to report back forthwith with changes to strike Title XXX, the nondefense-related lands portion of the bill. (A unanimous-consent agreement was reached providing that the motion, having failed to achieve 60 affirmative votes, the motion was not agreed to.) Page S6738 Withdrawn:","Dec 12, 2014"
"Reid motion to concur in the amendment of the House to the amendment of the Senate to the bill, with Reid Amendment No. 3984 (to the amend- ment of the House to the amendment of the Senate to the bill), to change the enactment date.","Dec 12, 2014"
"Page S6738 During consideration of this measure today, Senate also took the following action: By 55 yeas to 44 nays (Vote No. 324), Senate sus- tained the ruling of the Chair that under precedent set by the Senate on October 6, 2011, such a motion is dilatory post-cloture and not in order. Subse- quently, Senator Coburn motion to suspend Rule XXII for the purpose of proposing an amendment was rejected. Page S6738","Dec 12, 2014"
"Reid Amendment No. 3985 (to Amendment No. 3984), of a perfecting nature, fell when Reid motion to concur in the amendment of the House to the amendment of the Senate to the bill, with Reid Amendment No. 3984, was withdrawn. Page S6738 Consolidated and Further Continuing Appropria- tions Act Agreement: Senate began consideration of the amendment of the House of Representatives to the amendment of the Senate to H.R. 83, to re- quire the Secretary of the Interior to assemble a team of technical, policy, and financial experts to address the energy needs of the insular areas of the United States and the Freely Associated States through the development of energy action plans aimed at pro- moting access to affordable, reliable energy, includ- ing increasing use of indigenous clean-energy re- sources, taking action on the following motions and amendments proposed thereto: Pages S6740-67","Dec 12, 2014"
"Pending: Reid motion to concur in the amendment of the House to the amendment of the Senate to the bill. Pages S6740-41 Reid motion to concur in the amendment of the House to the amendment of the Senate to the bill, with Reid Amendment No. 4100 (to the amend- ment of the House to the amendment of the Senate to the bill), to change the enactment date.","Dec 12, 2014"
"Page S6741 Reid Amendment No. 4101 (to Amendment No. 4100), of a perfecting nature. Page S6741 Reid motion to refer the message of the House on the bill to the Committee on Appropriations, with instructions, Reid Amendment No. 4102, to change the enactment date. Page S6741 Reid Amendment No. 4103 (to (the instructions) Amendment No. 4102), of a perfecting nature.","Dec 12, 2014"
"Page S6741 Reid Amendment No. 4104 (to Amendment No. 4103), of a perfecting nature. Page S6741 A motion was entered to close further debate on the motion to concur in the amendment of the House to the amendment of the Senate to the bill, and, in accordance with the provisions of rule XXII of the Standing Rules of the Senate, a vote on clo- ture will occur on Sunday, December 14, 2014.","Dec 12, 2014"
"Page S6741 A unanimous-consent agreement was reached pro- viding for further consideration of the motion to concur in the amendment of the House to the amendment of the Senate to the bill, at approxi- mately 12 noon, on Saturday, December 13, 2014. Page S6794 Nominations Confirmed: Senate confirmed the fol- lowing nominations: Mark Gilbert, of Florida, to be Ambassador to New Zealand, and to serve concurrently and without additional compensation as Ambassador to the Inde- pendent State of Samoa. Pages S6739-40, S6794 Robert C. Barber, of Massachusetts, to be Ambas- sador to the Republic of Iceland.","Dec 12, 2014"
"Pages S6739-40, S6794 By 62 yeas 35 nays (Vote No. EX. 326), David Nathan Saperstein, of the District of Columbia, to be Ambassador at Large for International Religious Freedom. Pages S6739-40, S6794 Amy Jane Hyatt, of California, to be Ambassador to the Republic of Palau. Pages S6739-40, S6794 Virginia E. Palmer, of Virginia, to be Ambassador to the Republic of Malawi. Pages S6739-40, S6794 Donald L. Heflin, of Virginia, to be Ambassador to the Republic of Cabo Verde. Pages S6739-40, S6794 Arnold A. Chacon, of Virginia, to be Director General of the Foreign Service. Pages S6739-40, S6794","Dec 12, 2014"
"D1126 CORRECTION CONGRESSIONAL RECORD-DAILY DIGEST Michael W. Kempner, of New Jersey, to be a Member of the Broadcasting Board of Governors for a term expiring August 13, 2015.","Dec 12, 2014"
"Pages S6739-40, S6794 Leon Aron, of Virginia, to be a Member of the Broadcasting Board of Governors for a term expiring August 13, 2016. Pages S6739-40, S6794 Pages S6785-86 Page S6786 Pages S6786-88 Pages S6788-89","Dec 12, 2014"
Messages from the House: Enrolled Bills Presented: Executive Communications: Additional Cosponsors: Statements on Introduced Bills/Resolutions:,"Dec 12, 2014"
Additional Statements:,"Dec 12, 2014"
Pages S6789-90 Pages S6783-85,"Dec 12, 2014"
"Chamber Action Public Bills and Resolutions Introduced: 4 reso- lutions, H.J. Res. 131; H. Con. Res. 125; and H. Res. 782-783 were introduced. Page H10318 Page H10318","Dec 12, 2014"
House of Representatives,"Dec 12, 2014"
"Additional Cosponsors: Reports Filed: Reports were filed today as follows: H.R. 875, to provide for a comprehensive assess- ment of the scientific and technical research on the implications of the use of mid-level ethanol blends, and other purposes, with an amendment (H. Rept. 113–667, Part 1); H.R. 2750, to amend title 41, United States Code, to require the use of two-phase selection pro- cedures when design-build contracts are suitable for award to small business concerns, and for other pur- poses, with an amendment (H. Rept. 113–668); H.R. 3345, to amend title 31, United States Code, to consolidate suspension and debarment of- fices, and for other purposes, with amendments (H. Rept. 113-669); H.R. 3674, to amend the National Telecommuni- ations and Information Administration Organization Act to provide incentives for the reallocation of Fed- eral Government spectrum for commercial use, and for other purposes (H. Rept. 113–670, Part 1); H.R. 4253, to permanently withdraw, reserve, and transfer Bureau of Land Management lands used for military purposes in Alaska, Nevada, and New Mex- ico to the appropriate Secretary of the military de- partment concerned (H. Rept. 113–671, Part 1); H.R. 5094, to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs","Dec 12, 2014"
"December 12, 2014","Dec 12, 2014"
"Amendments Submitted: Pages S6790-94 Privileges of the Floor: Page S6794 Record Votes: Four record votes were taken today. (Total-326) Pages S6738-40 Adjournment: Senate convened at 10 a.m. and ad- journed at 10:53 p.m., until 12 noon on Saturday, December 13, 2014. (For Senate's program, see the remarks of the Majority Leader in today's Record on page S6794.)","Dec 12, 2014"
Committee Meetings (Committees not listed did not meet) No committee meetings were held.,"Dec 12, 2014"
"to recoup certain bonuses or awards paid to employ- ees of the Department of Veterans Affairs, with amendments (H. Rept. 113–672, Part 1); H.R. 5401, to impose limitations on the immi- gration status and immigration benefits for Libyan and third country nationals acting on behalf of Liby- an entities, (H. Rept. 113–673);","Dec 12, 2014"
"H.R. 1773, to create a nonimmigrant H-2C work visa program for agricultural workers, and for other purposes, with an amendment (H. Rept. 113–674, Pt. 1); and","Dec 12, 2014"
"H.R. 4874, to provide for the establishment of a process for the review of rules and sets of rules, and for other purposes (H. Rept. 113–675, Part 1). Pages H10317-18 Speaker: Read a letter from the Speaker wherein he appointed Representative Messer to act as Speaker pro tempore for today. Page H10313","Dec 12, 2014"
"Making further continuing appropriations for fiscal year 2015: The House agreed to discharge from committee and pass H.J. Res. 131, making fur- ther continuing appropriations for fiscal year 2015. Page H10314 United States Anti-Doping Agency Reauthoriza- tion Act: The House agreed to take from the Speak- er's table and pass S. 2338, to reauthorize the United States Anti-Doping Agency. Page H10314 Foreclosure Relief and Extension for Servicemembers Act of 2014: The House agreed to take from the Speaker's table and pass S. 3008, to extend temporarily the extended period of protection","Dec 12, 2014"
"December 12, 2014","Dec 12, 2014"
CONGRESSIONAL RECORD DAILY DIGEST,"Dec 12, 2014"
"for members of uniformed services relating to mort- gages, mortgage foreclosure, and eviction.","Dec 12, 2014"
"Pages H10314-15 United States-China Economic and Security Re- view Commission-Reappointment: Read a letter from Representative Pelosi, Minority Leader, in which she reappointed the following individual to the United States-China Economic and Security Re- view Commission: Mr. Michael Wessel of Falls Church, Virginia. Page H10315","Dec 12, 2014"
"Medal of Valor Review Board-Appointment: Read a letter from Representative Pelosi, Minority Leader, in which she appointed the following indi- vidual to the Medal of Valor Review Board: Mr. Brian Fengel, Chief of Police, Bartonville, Illinois.","Dec 12, 2014"
"Page H10315 Adjournment Resolution: The House agreed to H. Con. Res. 125, providing for the sine die adjourn- ment of the second session of the One Hundred Thirteenth Congress. Page H10315","Dec 12, 2014"
"Meeting Hour: Agreed by unanimous consent that when the House adjourns today, it adjourn to meet at 12 noon on Tuesday, December 16th, unless it sooner has received a message from the Senate trans- mitting its concurrence in H. Con. Res. 125, in which case the House shall stand adjourned pursuant to that concurrent resolution. Page H10315 Senate Messages: Messages received from the Senate by the Clerk and subsequently presented to the House today appear on page H10314. Senate Referral: S. 2983 was held at the desk.","Dec 12, 2014"
"Quorum Calls-Votes: There were no Yea and Nay votes, and there were no Recorded votes. There were no quorum calls.","Dec 12, 2014"
"Adjournment: The House met at 3 p.m. and at 3:10 p.m., the House stands adjourned until 12 noon on Tuesday, December 16, 2014, unless it sooner has received a message from the Senate trans- mitting its concurrence in H. Con. Res. 125, in which case the House shall stand adjourned pursuant to that concurrent resolution.","Dec 12, 2014"
Committee Meetings No hearings were held.,"Dec 12, 2014"
D1127,"Dec 12, 2014"
Joint Meetings No joint committee meetings were held.,"Dec 12, 2014"
"NEW PUBLIC LAWS (For last listing of Public Laws, see DAILY DIGEST, p. D1093) H.J. Res. 130, making further continuing appro- priations for fiscal year 2015. Signed on December 12, 2014. (Public Law 113-202)","Dec 12, 2014"
"COMMITTEE MEETINGS FOR SATURDAY, DECEMBER 13, 2014 (Committee meetings are open unless otherwise indicated) Senate No meetings/hearings scheduled.","Dec 12, 2014"
House No hearings are scheduled.,"Dec 12, 2014"
D1128,"Dec 12, 2014"
"Next Meeting of the SENATE 12 noon, Saturday, December 13","Dec 12, 2014"
CONGRESSIONAL RECORD-DAILY DIGEST,"Dec 12, 2014"
"Senate Chamber Program for Saturday: Senate will continue consider- ation of the motion to concur in the amendment of the House to the amendment of the Senate to H.R. 83, Con- solidated and Further Continuing Appropriations Act. Senators should expect roll call votes throughout the day.","Dec 12, 2014"
HOUSE,"Dec 12, 2014"
"Brooks, Susan W., Ind., E1804 Brown, Corrine, Fla., E1835 Camp, Dave, Mich., E1800, E1802, E1812","Dec 12, 2014"
"Bachus, Spencer, Ala., E1795, E1803 Barletta, Lou, Pa., E1820, E1823, E1829 Bentivolio, Kerry L., Mich., E1798 Bishop, Sanford D., Jr., Ga., E1800 Blumenauer, Earl, Ore., E1816, E1838 Boehner, John A., Ohio, E1795, E1837 Bonamici, Suzanne, Ore., E1804, E1808, E1815","Dec 12, 2014"
"Extensions of Remarks, as inserted in this issue Garamendi, John, Calif., E1809 Garrett, Scott, N.J., E1827 Gibson, Christopher P., N.Y., E1805 Gosar, Paul A., Ariz., E1801, E1804","Dec 12, 2014"
"Cárdenas, Tony, Calif., E1814 Cartwright, Matt, Pa., E1796, E1807, E1841 Christensen, Donna M., The Virgin Islands, E1810 Clarke, Yvette D., N.Y., E1833, E1834, E1836 Coffman, Mike, Colo., E1813, E1817, E1824 Collins, Chris, N.Y., E1806 Conyers, John, Jr., Mich., E1827, E1839","Dec 12, 2014"
"Costa, Jim, Calif., E1805, E1840, E1841, E1841 Crenshaw, Ander, Fla., E1814 Crowley, Joseph, N.Y., E1827 Delaney, John K., Md., E1796, E1808 DeLauro, Rosa L., Conn., E1797, E1806 Denham, Jeff, Calif., E1813, E1817 Duckworth, Tammy, Ill., E1844 Ellison, Keith, Minn., E1815 Engel, Eliot L., N.Y., E1796, E1810 Fattah, Chaka, Pa., E1816 Fitzpatrick, Michael G., Pa., E1838 Foster, Bill, Ill., E1799, E1811, E1818, E1829 Frelinghuysen, Rodney P., N.J., E1802","Dec 12, 2014"
House Chamber Program for Tuesday: To be announced.,"Dec 12, 2014"
"Granger, Kay, Tex., E1803 Harris, Andy, Md., E1807 Hastings, Doc, Wash., E1806 Honda, Michael M., Calif., E1815 Huizenga, Bill, Mich., E1810","Dec 12, 2014"
"Next Meeting of the HOUSE OF REPRESENTATIVES 12 p.m., Tuesday, December 16","Dec 12, 2014"
"Hurt, Robert, Va., E1842 Jackson Lee, Sheila, Tex., E1832 Johnson, Eddie Bernice, Tex., E1834 Jolly, David W., Fla., E1837 Jordan, Jim, Ohio, E1809","Dec 12, 2014"
"Kelly, Robin L., Ill., E1841 Kind, Ron, Wisc., E1812, E1813, E1818 Kinzinger, Adam, Ill., E1811 Kline, John, Minn., E1817 Langevin, James R., R.I., E1835 Lipinski, Daniel, Ill., E1795, E1798, E1801 Lofgren, Zoe, Calif., E1809","Dec 12, 2014"
"Long, Billy, Mo., E1820 Lynch, Stephen F., Mass., E1798 McCarthy, Carolyn, N.Y., E1834","Dec 12, 2014"
"McCollum, Betty, Minn., E1799, E1813, E1818, E1820, E1822, E1826, E1829","Dec 12, 2014"
"McIntyre, Mike, N.C., E1820 Marchant, Kenny, Tex., E1808 Michaud, Michael H., Me., E1821","Dec 12, 2014"
"December 12, 2014","Dec 12, 2014"
"Miller, Gary G., Calif., E1796, E1832, E1833, E1836 Miller, Jeff, Fla., E1815 Murphy, Tim, Pa., E1842","Dec 12, 2014"
"Norton, Eleanor Holmes, D.C., E1819 Olson, Pete, Tex., E1796, E1803 Pallone, Frank, Jr., N.J., E1822 Peters, Gary C., Mich., E1825, E1829 Peterson, Collin C., Minn., E1833 Rahall, Nick J., II, W.Va., E1828 Reichert, David G., Wash., E1812 Rogers, Harold, Ky., E1801 Rogers, Mike, Ala., E1810","Dec 12, 2014"
"Rokita, Todd, Ind., E1818, E1821, E1829 Roskam, Peter J., Ill., E1813, E1814, E1817, E1824 Sánchez, Linda T., Calif., E1835 Schakowsky, Janice D., Ill., E1843 Schiff, Adam B., Calif., E1795 Serrano, José E., N.Y., E1826 Sewell, Terri A., Ala., E1810 Sherman, Brad, Calif., E1826 Sinema, Kyrsten, Ariz., E1826 Slaughter, Louise McIntosh, N.Y., E1833 Smith, Lamar, Tex., E1835","Dec 12, 2014"
"Stockman, Steve, Tex., E1802, E1822, E1830, E1831, E1839, E1842, E1843","Dec 12, 2014"
"Thompson, Bennie G., Miss., E1812, E1816, E1817, E1819, E1821, E1824, E1826, E1828, E1830, E1831 Thompson, Mike, Calif., E1800 Veasey, Marc A., Tex., E1824 Walden, Greg, Ore., E1802, E1805, E1840, E1842 Webster, Daniel, Fla., E1815 Wilson, Joe, S.C., E1803, E1819 Wittman, Robert J., Va., E1836","Dec 12, 2014"
"Congressional Record The Congressional Record (USPS 087–390). The Periodicals postage is paid at Washington, D.C. The public proceedings of each House of Congress, as reported by the Official Reporters thereof, are printed pursuant to directions of the Joint Committee on Printing as authorized by appropriate provisions of Title 44, United States Code, and published for each day that one or both Houses are in session, excepting very infrequent instances when two or more unusually small consecutive issues are printed one time. ¶Public access to the Congressional Record is available online through the U.S. Government Printing Office, at www.fdsys.gov, free of charge to the user. The information is updated online each day the Congressional Record is published. For more information, contact the GPO Customer Contact Center, U.S. Government Printing Office. Phone 202-512-1800, or 866-512-1800 (toll-free). E-Mail, contactcenter@gpo.gov. To place an order for any of these products, visit the U.S. Government Online Bookstore at: bookstore.gpo.gov. Mail orders to: Superintendent of Documents, P.O. Box 979050, St. Louis, MO 63197-9000, or phone orders to 866-512-1800 (toll-free), 202-512-1800 (D.C. area), or fax to 202-512-2104. Remit check or money order, made payable to the Superintendent of Documents, or use VISA, MasterCard, Discover, American Express, or GPO Deposit Account. ¶Following each session of Congress, the daily Congressional Record is revised, printed, permanently bound and sold by the Superintendent of Documents in individual parts or by sets. With the exception of copyrighted articles, there are no restrictions on the republication of material from the Congressional Record.","Dec 12, 2014"
"POSTMASTER: Send address changes to the Superintendent of Documents, Congressional Record, U.S. Government Printing Office, Washington, D.C. 20402, along with the entire mailing label from the last issue received.","Dec 12, 2014"
